Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
immunoglobulin binding (GO:0019865)	5/11	8.916452044905595E-5	0.005230985199677949	0	0	16.700877192982457	155.73613659883375	LGALS3;FCER1G;FCGR2B;LILRA2;JCHAIN
complement receptor activity (GO:0004875)	5/11	8.916452044905595E-5	0.005230985199677949	0	0	16.700877192982457	155.73613659883375	C5AR2;C5AR1;C3AR1;FPR1;FPR2
microtubule motor activity (GO:0003777)	11/60	1.1089886453110195E-4	0.0060056000484535205	0	0	4.51738152888274	41.13930526513509	CENPE;KIF4B;KIF4A;KIF26B;KIF14;KIF1C;KIF23;KIF11;KIF20A;KIF20B;KIF15
cytokine receptor activity (GO:0004896)	12/73	1.6339195223003162E-4	0.008216281026424447	0	0	3.9602941432122805	34.53122490984562	CX3CR1;CCR1;CD4;FLT3;IFNGR1;IL10RA;IL21R;IL31RA;CCR5;IL7R;CCR2;IL17RA
motor activity (GO:0003774)	13/85	1.8758655238350548E-4	0.008804062191865856	0	0	3.636603562160887	31.206677800285323	KIF14;MYO5A;KIF23;MYO9B;KIF11;KIF15;CENPE;KIF4B;KIF4A;KIF26B;KIF1C;KIF20A;KIF20B
serine-type peptidase activity (GO:0008236)	23/220	3.643031771022478E-4	0.016029339792498903	0	0	2.3610814579203065	18.69391942276214	CFD;C1QA;IGHV3-30;IGHV3-23;RHBDF2;GZMB;IGHV3-48;AZU1;C2;GZMK;IGHG1;IGHG2;IGKC;CTSL;CTSH;MMP19;CTSG;PRTN3;TPP1;CTSD;ELANE;IGKV3-20;CTSB
serine-type endopeptidase activity (GO:0004252)	21/196	4.652532826783537E-4	0.019266959470915355	0	0	2.4244111349036404	18.602333551493537	CFD;C1QA;IGHV3-30;IGHV3-23;RHBDF2;GZMB;IGHV3-48;AZU1;C2;IGHG1;IGHG2;IGKC;CTSL;CTSH;MMP19;CTSG;PRTN3;CTSD;ELANE;IGKV3-20;CTSB
superoxide-generating NADPH oxidase activator activity (GO:0016176)	4/9	5.366563401628769E-4	0.020989225748592518	0	0	16.01682439537329	120.60913235742582	NCF1;NCF4;NCF1B;NCF1C
phosphatidylinositol-3,4-bisphosphate binding (GO:0043325)	6/24	7.484125148686892E-4	0.026436596263601238	0	0	6.683175272216368	48.10252989383745	ADAP2;NCF1;PLEK;NCF1B;NCF1C;GAB2
small GTPase binding (GO:0031267)	10/63	7.510396665795806E-4	0.026436596263601238	0	0	3.7919536787461317	27.279512284910204	GGA2;FGD4;FGD6;ADAP2;APLP2;FLNA;ASAP1;ADAP1;SMAP2;FGD2
cyclin-dependent protein serine/threonine kinase inhibitor activity (GO:0004861)	4/10	8.606773440884338E-4	0.02862646039736475	0	0	13.346652646337189	94.197883183212	HEXIM1;KAT2B;CDKN2C;CDKN2A
GTPase binding (GO:0051020)	11/76	9.254299598386693E-4	0.02862646039736475	0	0	3.402542372881356	23.76761627932853	FGD4;FGD6;ADAP2;ATG16L1;APLP2;FLNA;ASAP1;LCP1;ADAP1;SMAP2;FGD2
phosphatidylinositol binding (GO:0035091)	13/100	9.352394732093598E-4	0.02862646039736475	0	0	3.0072235644385876	20.97450607341612	NCF1;EPB41;DENND1A;NCF1B;NCF1C;SNX11;SNX30;MTM1;SNX4;SNX18;PITPNM1;SNX27;WDFY3
protein homodimerization activity (GO:0042803)	50/664	0.0010122080856645869	0.029691437179494545	0	0	1.6584483596379145	11.436031520235389	TOP2A;CDA;DGKD;FLT3;LRRK2;PTPRO;PLEK;SLC4A1;CD3G;PLOD1;CD3E;IKZF3;CD3D;JCHAIN;SRGAP2C;KYNU;MLX;BANF1;CCR2;WARS;FCER1G;TESC;ACTN1;SLC11A1;ADAM10;ZNF318;PADI4;ACPP;KIF20B;CSF1R;NLRC4;ADRB2;CORO1A;TYMP;CCL5;PSAP;HMOX1;FLNA;SRGAP2;ECT2;ATG7;S100A11;NAGA;LILRB1;LILRB2;USF1;VEGFA;CENPF;CD4;P2RX4
phosphoric ester hydrolase activity (GO:0042578)	9/56	0.0012463780908874584	0.03509800703939083	0	0	3.845575997480995	25.717341248132357	DUSP5;PHOSPHO1;TIGAR;UBASH3B;PTPRO;PTPRJ;ACPP;SAMHD1;PPP1CA
intramolecular transferase activity, phosphotransferases (GO:0016868)	4/11	0.001301544266543122	0.035241813986398376	0	0	11.439387111311401	76.00561956820688	PGAM1;PMM2;PGAM4;BPGM
cyclin-dependent protein serine/threonine kinase regulator activity (GO:0016538)	6/27	0.0014563112926212173	0.03797196851871618	0	0	5.7275327412313715	37.41137644338926	HEXIM1;KAT2B;CDKN2C;CCNY;CDKN2A;CKS1B
CCR chemokine receptor binding (GO:0048020)	7/38	0.0019069671408593512	0.0479466023987494	0	0	4.528991425071458	28.361636620962766	CCL3L1;CCL4L1;CCL5;CCL4;CCRL2;CCL3;CCR2
sulfotransferase activity (GO:0008146)	7/39	0.0022298660772753697	0.05080063964330215	0	0	4.387229694092827	26.787607392122435	SULT1A1;SULT1B1;CHST15;SULT1A4;SULT1A3;CHST2;SULT1A2
actin binding (GO:0003779)	23/254	0.0025404104539303524	0.05080063964330215	0	0	2.0099306987719006	12.01019942148168	CAP1;GAS2L3;ACTN1;LRRK2;MICAL2;CXCR4;MYO9B;NOD2;MEFV;SSH2;CORO1A;SPTB;MTSS1;SYNE2;EPS8;MYL4;ANLN;COTL1;FLNA;LCP1;CCR5;VCL;MYO1F
microtubule binding (GO:0008017)	19/195	0.0025802097196207887	0.05080063964330215	0	0	2.176275980963481	12.970353697063402	GAS2L3;SPAG5;LRRK2;PLK1;KIF14;KIF23;KIF11;KIF15;CENPE;BCL2L11;RACGAP1;KIF4B;KIF26B;KIF4A;KIF1C;KIF20A;KIF20B;S100A9;S100A8
MHC protein binding (GO:0042287)	6/30	0.0025856671070857017	0.05080063964330215	0	0	5.010800842992624	29.85320763615731	MARCH1;CD4;CLEC7A;LILRB1;PILRA;LILRB2
carbohydrate kinase activity (GO:0019200)	4/13	0.0026120760549667122	0.05080063964330215	0	0	8.896366397943686	52.912117311438124	HK3;HK2;RBKS;HK1
low-density lipoprotein receptor activity (GO:0005041)	4/13	0.0026120760549667122	0.05080063964330215	0	0	8.896366397943686	52.912117311438124	LRP1;STAB1;CD36;CXCL16
scavenger receptor activity (GO:0005044)	5/21	0.0026356452432861007	0.05080063964330215	0	0	6.25953947368421	37.17307170873149	CD163;LRP1;STAB1;CD36;CXCL16
chemokine receptor activity (GO:0004950)	5/21	0.0026356452432861007	0.05080063964330215	0	0	6.25953947368421	37.17307170873149	CCR1;CX3CR1;CXCR4;CCR5;CCR2
tubulin binding (GO:0015631)	23/255	0.002669919981253096	0.05080063964330215	0	0	2.0011608332100046	11.85829231039342	GAS2L3;AGTPBP1;SPAG5;LRRK2;PLK1;KIF14;KIF23;KIF11;BRCA1;BRCA2;KIF15;CENPE;TTLL4;BCL2L11;RACGAP1;KIF4B;KIF26B;KIF4A;KIF1C;KIF20A;KIF20B;S100A9;S100A8
ATP-dependent microtubule motor activity, plus-end-directed (GO:0008574)	6/31	0.0030786883748139633	0.057036753049185006	0	0	4.8101159114857746	27.81811066168584	KIF4B;KIF4A;KIF14;KIF1C;KIF11;KIF20B
superoxide-generating NADPH oxidase activity (GO:0016175)	3/7	0.0032866628807636344	0.05932847866814355	0	0	15.000787815126051	85.77274289837021	NCF1;CYBB;CYBA
endopeptidase activity (GO:0004175)	29/354	0.00341961699704683	0.060185259148024216	0	0	1.8038876889848812	10.24288328150966	CFD;C1QA;IGHV3-23;IGHV3-48;C2;NCSTN;IGHG1;IGHG2;IGKC;CTSL;PSMB3;CASP1;CTSH;CTSG;CTSE;CTSD;ELANE;CTSC;CTSB;IGHV3-30;RHBDF2;ADAM10;GZMB;AZU1;ESPL1;MMP19;PRTN3;TPP1;IGKV3-20
phosphatase activity (GO:0016791)	12/104	0.003988586707415097	0.06848695224439581	0	0	2.6215593157821937	14.482328153818267	PLPP6;DUSP5;PHOSPHO1;TIGAR;UBASH3B;PTPRO;PTPRJ;SSH2;ACPP;DLGAP5;MTM1;PPP1CA
G-protein coupled chemoattractant receptor activity (GO:0001637)	4/15	0.004620244563610652	0.07535613349416043	0	0	7.278080489436956	39.13647781633098	CCR1;CX3CR1;CCR5;CCR2
lipoprotein particle receptor activity (GO:0030228)	4/15	0.004620244563610652	0.07535613349416043	0	0	7.278080489436956	39.13647781633098	LRP1;STAB1;CD36;CXCL16
protein phosphorylated amino acid binding (GO:0045309)	6/34	0.004980137655226166	0.07535613349416043	0	0	4.294068944753876	22.768432090011277	FGR;HCK;FBXW7;SH3BP2;STAP1;SAMSN1
C-C chemokine binding (GO:0019957)	3/8	0.0050727563412393106	0.07535613349416043	0	0	12.0	63.40645142469391	CCR1;CXCR4;CCR5
galactosidase activity (GO:0015925)	3/8	0.0050727563412393106	0.07535613349416043	0	0	12.0	63.40645142469391	GLB1;PSAP;NAGA
lipoprotein lipase activity (GO:0004465)	3/8	0.0050727563412393106	0.07535613349416043	0	0	12.0	63.40645142469391	LIPN;LPL;AOAH
integrin binding (GO:0005178)	11/94	0.005137918192783666	0.07535613349416043	0	0	2.662114559934654	14.03229149674317	FCER2;VCAM1;CXCL12;ACTN1;ADAM10;PRKCA;S1PR3;LCP1;THBS1;PTPN2;ICAM1
sulfuric ester hydrolase activity (GO:0008484)	4/16	0.00593027464278607	0.08349826697042786	0	0	6.671223273746933	34.20792986408907	STS;GNS;ARSB;SULF2
nucleotidase activity (GO:0008252)	4/16	0.00593027464278607	0.08349826697042786	0	0	6.671223273746933	34.20792986408907	NT5E;IMPAD1;NT5DC3;ACPP
Rho GTPase binding (GO:0017048)	9/72	0.0071151136988534085	0.0931047957099342	0	0	2.86650558743582	14.176401037073191	EPS8;SRGAP2C;ANLN;DOCK4;LRRK2;FLNA;MYO9B;SRGAP2;SRGAP2B
RAGE receptor binding (GO:0050786)	3/9	0.007340814985465218	0.0931047957099342	0	0	9.999474789915967	49.140473048016545	HMGB2;S100A9;S100A8
protein tyrosine kinase binding (GO:1990782)	7/48	0.007366221839408982	0.0931047957099342	0	0	3.422558402799218	16.80767211228052	DOCK4;CD4;PCNA;PITPNM1;CBL;TOB1;PTPN2
cytokine activity (GO:0005125)	15/155	0.007378502049417066	0.0931047957099342	0	0	2.154825227963526	10.578434900887352	IL1RN;TGFB1;CXCL8;CCL3L1;CCL4L1;LIF;CXCL3;CXCL2;CXCL16;VEGFA;CXCL12;CCL5;CCL4;CCL3;TIMP1
CXCR chemokine receptor binding (GO:0045236)	4/17	0.007465892378663617	0.0931047957099342	0	0	6.157728706624606	30.156924075265977	CXCL8;CXCL12;CXCL3;CXCL2
chemokine binding (GO:0019956)	4/17	0.007465892378663617	0.0931047957099342	0	0	6.157728706624606	30.156924075265977	CCR1;CX3CR1;CXCR4;CCR5
peptidase activity, acting on L-amino acid peptides (GO:0070011)	17/185	0.007538314425378195	0.0931047957099342	0	0	2.036431363590212	9.953580986421997	CFD;ADAM10;GZMB;GZMK;NCSTN;ESPL1;CTSL;PSMB3;LONP1;CASP1;CTSH;PRTN3;TPP1;CTSG;ELANE;CTSC;CTSB
amyloid-beta binding (GO:0001540)	7/49	0.008248459723548691	0.10011923526514273	0	0	3.3408931082981717	16.02869907084895	CST3;LRPAP1;ITGB2;CD36;ADRB2;LILRB2;FCGR2B
protein heterodimerization activity (GO:0046982)	22/265	0.008557712018777773	0.10211236035965343	0	0	1.8244787600509882	8.686201819094554	TOP2A;BHLHA9;ARF1;DGKD;ITGAM;ITGB2;CYBB;CD3G;CYBA;CD3E;SMC1A;IKZF3;HIF1A;CD3D;USF1;VEGFA;AURKA;SRGAP2C;MLX;MICU1;TLR4;TLR2
protein tyrosine phosphatase activity (GO:0004725)	8/62	0.009029792869421712	0.10594956966788141	0	0	2.970941374320466	13.984892035634335	PTP4A2;PTPN18;PTPRE;UBASH3B;PTPRO;PTPRJ;DUSP6;PTPN2
receptor tyrosine kinase binding (GO:0030971)	6/39	0.009875330895306473	0.1139710319720616	0	0	3.6424944918095603	16.820003129144776	DOCK4;PCNA;PITPNM1;CBL;TOB1;PTPN2
protein kinase C activity (GO:0004697)	3/10	0.010118026036578421	0.11445556670206337	0	0	8.570528211284513	39.36817873687496	PRKCD;CCL3;PRKCA
SH3/SH2 adaptor activity (GO:0005070)	7/51	0.010242472588394877	0.11445556670206337	0	0	3.188698695818949	14.60810544651512	EPS8;GRAP2;SH2D1A;STAP1;TOB1;PAG1;SKAP2
phosphotransferase activity, alcohol group as acceptor (GO:0016773)	21/254	0.010494257193190703	0.11543682912509773	0	0	1.8153127900671806	8.272248057878997	DGKG;SMG1;MAP2K1;DGKD;LRRK2;PRKCD;PLK1;BUB1B;PRKCA;PAPSS2;HK2;HK1;AURKA;HK3;RASSF2;STK17B;CCL5;CCL3;NADK;RBKS;PDK1
phosphotyrosine residue binding (GO:0001784)	5/29	0.011222223845928067	0.12022969235864829	0	0	4.171271929824561	18.728423628094102	FGR;HCK;SH3BP2;STAP1;SAMSN1
transforming growth factor beta binding (GO:0050431)	4/19	0.011271533658623278	0.12022969235864829	0	0	5.336137399228882	23.93511024394806	TGFBR3;CD36;THBS1;LTBP1
histone acetyltransferase activity (GO:0004402)	6/41	0.012559200671344318	0.1319653324272597	0	0	3.433990666867379	15.031613392593652	TADA2B;KAT2B;TADA3;EP300;KAT8;BRCA2
protein phosphatase 1 binding (GO:0008157)	3/11	0.01342421632596292	0.13898012196291024	0	0	7.498818277310924	32.325118562803155	KCNQ1;LILRB1;LILRB2
phosphatidylinositol phosphate binding (GO:1901981)	9/81	0.01494941398617312	0.1515725212643969	0	0	2.5070031712473573	10.53714285667107	ADAP2;RACGAP1;SNX27;OSBPL5;DENND1A;NCF4;SNX11;GAB2;IQGAP1
phosphatidylinositol-4,5-bisphosphate 3-kinase activity (GO:0046934)	8/68	0.015394707513145438	0.1515725212643969	0	0	2.6730024639211547	11.156394574177165	CD86;NRG4;TRAT1;IRS2;ICOS;PIK3R6;HBEGF;PIK3R5
transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0000982)	22/280	0.015504873604742503	0.1515725212643969	0	0	1.7170334920278838	7.154193256067302	RB1;EGR2;GFI1;MITF;PRDM1;BACH1;USF1;FOSL2;NFIL3;SP2;WT1;IRF4;MTF1;SNAI1;PLAGL2;IRF8;MYBL2;E2F4;ZNF467;MEF2D;RCOR1;E2F8
non-membrane spanning protein tyrosine kinase activity (GO:0004715)	6/43	0.01571703700610934	0.1515725212643969	0	0	3.2480277959730013	13.489091901893303	FGR;ITK;HCK;MELK;GRAP2;PTK2B
Rac GTPase binding (GO:0048365)	6/43	0.01571703700610934	0.1515725212643969	0	0	3.2480277959730013	13.489091901893303	EPS8;SRGAP2C;DOCK4;FLNA;SRGAP2;SRGAP2B
transition metal ion transmembrane transporter activity (GO:0046915)	5/32	0.016923564452275944	0.16091420082246527	0	0	3.7072124756335283	15.1218986796036	SLC25A37;SLC31A1;SLC11A1;SLC39A11;SLC30A1
oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor (GO:0050664)	3/12	0.017272665963587213	0.16091420082246527	0	0	6.665266106442577	27.051849171569284	NCF1;CYBB;CYBA
transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001078)	10/97	0.017371419406970682	0.16091420082246527	0	0	2.305905248433984	9.345670220496993	RB1;SP2;NFIL3;GFI1;SNAI1;IRF8;PRDM1;BACH1;RCOR1;E2F8
phosphatidylinositol bisphosphate kinase activity (GO:0052813)	8/71	0.019575487622358004	0.17897588683298746	0	0	2.5453143594643066	10.01193581385086	CD86;NRG4;TRAT1;IRS2;ICOS;PIK3R6;HBEGF;PIK3R5
transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001227)	14/159	0.020237097738550543	0.182652779588969	0	0	1.9392429183920261	7.563508605851495	RB1;GFI1;MITF;PRDM1;FOXM1;BACH1;SP2;NFIL3;SNAI1;MLX;IRF8;RCOR1;PPARD;E2F8
Rho guanyl-nucleotide exchange factor activity (GO:0005089)	7/59	0.021780952961929532	0.1940986187999796	0	0	2.696993670886076	10.320638024828343	EPS8;GNA13;PREX1;FGD4;ITSN1;ECT2;FGD2
G-protein coupled receptor binding (GO:0001664)	12/133	0.025493354154877478	0.21541699423777166	0	0	1.9902018351840005	7.302722190909772	GNA13;CXCL12;CCL5;CCRL2;PSAP;S1PR1;PROK2;FLNA;HOMER3;ADM;ARRB2;GNAI2
acetyltransferase activity (GO:0016407)	4/24	0.025600752536917452	0.21541699423777166	0	0	4.001051524710831	14.664388106298686	KAT2B;EP300;KAT8;ESCO2
phosphatidylinositol phospholipase C activity (GO:0004435)	4/24	0.025600752536917452	0.21541699423777166	0	0	4.001051524710831	14.664388106298686	CCR1;CCL5;CCR5;PLCB2
ATP-dependent microtubule motor activity (GO:1990939)	6/48	0.02591465348214939	0.21541699423777166	0	0	2.860605148276381	10.449638132833316	KIF4B;KIF4A;KIF14;KIF1C;KIF11;KIF20B
CARD domain binding (GO:0050700)	3/14	0.026621134231088257	0.21541699423777166	0	0	5.452826585179526	19.77222106866582	CASP1;NOD2;CARD16
MHC class I protein binding (GO:0042288)	3/14	0.026621134231088257	0.21541699423777166	0	0	5.452826585179526	19.77222106866582	LILRB1;PILRA;LILRB2
protein serine/threonine/tyrosine kinase activity (GO:0004712)	3/14	0.026621134231088257	0.21541699423777166	0	0	5.452826585179526	19.77222106866582	MAP2K1;SGK1;AURKA
5'-nucleotidase activity (GO:0008253)	3/14	0.026621134231088257	0.21541699423777166	0	0	5.452826585179526	19.77222106866582	NT5E;NT5DC3;ACPP
phosphatidylinositol 3-kinase activity (GO:0035004)	8/76	0.028241970228075806	0.2158796433459314	0	0	2.35753773526306	8.409210033953585	CD86;NRG4;TRAT1;IRS2;ICOS;PIK3R6;HBEGF;PIK3R5
ribonuclease activity (GO:0004540)	6/49	0.02837970704562933	0.2158796433459314	0	0	2.793932413556498	9.952213369668758	EXOSC10;RNASE6;RNASE3;RNASE2;SAMHD1;RNASE1
phosphoprotein phosphatase activity (GO:0004721)	12/136	0.029666039255767617	0.2158796433459314	0	0	1.9417439195429822	6.830574229903041	DUSP5;PTP4A2;PTPN18;UBASH3B;PTPRO;PTPRJ;SSH2;DLGAP5;DUSP6;PTPN2;MTM1;PPP1CA
7SK snRNA binding (GO:0097322)	2/6	0.03005142762485977	0.2158796433459314	0	0	9.9900314795383	35.0135129879438	HEXIM1;DDX21
beta-galactosidase activity (GO:0004565)	2/6	0.03005142762485977	0.2158796433459314	0	0	9.9900314795383	35.0135129879438	GLB1;PSAP
1-phosphatidylinositol-3-kinase regulator activity (GO:0046935)	2/6	0.03005142762485977	0.2158796433459314	0	0	9.9900314795383	35.0135129879438	PIK3R6;PIK3R5
arylesterase activity (GO:0004064)	2/6	0.03005142762485977	0.2158796433459314	0	0	9.9900314795383	35.0135129879438	CA1;CA2
transforming growth factor beta-activated receptor activity (GO:0005024)	2/6	0.03005142762485977	0.2158796433459314	0	0	9.9900314795383	35.0135129879438	TGFBR3;LTBP1
MHC class I receptor activity (GO:0032393)	2/6	0.03005142762485977	0.2158796433459314	0	0	9.9900314795383	35.0135129879438	LILRB1;LILRB2
T cell receptor binding (GO:0042608)	2/6	0.03005142762485977	0.2158796433459314	0	0	9.9900314795383	35.0135129879438	CD3G;CD3E
phospholipase activator activity (GO:0016004)	2/6	0.03005142762485977	0.2158796433459314	0	0	9.9900314795383	35.0135129879438	CCL5;CCL3
phosphatidylinositol-3,5-bisphosphate phosphatase activity (GO:0106018)	3/15	0.03212136672618966	0.22841860783068202	0	0	4.998161764705882	17.184848918106844	FIG4;SYNJ1;MTM1
protein kinase activity (GO:0004672)	34/513	0.0340836973545923	0.23994922937632981	0	0	1.4308763960386164	4.834839898415432	CSF1R;SMG1;FLT3;LRRK2;BUB1B;CSF2RA;AURKA;CDC42;RASSF2;CCL5;PBK;CCL3;PTK2B;RAC1;MAP2K7;PDK1;MAP4K4;PLK4;MAP2K1;PRKCD;PLK1;PRKCA;MASTL;CIT;CCNA2;FGR;HCK;MELK;NRG4;STK17B;AAK1;SGK1;CDK16;HBEGF
cysteine-type peptidase activity (GO:0008234)	7/65	0.034863688108817736	0.24301026166938303	0	0	2.4172304670449587	8.112973451533964	ESPL1;CTSL;CASP1;CTSH;CTSD;CTSC;CTSB
peptide-lysine-N-acetyltransferase activity (GO:0061733)	5/39	0.036876504743255475	0.2511074232759632	0	0	2.942879256965944	9.712033204310433	TADA2B;KAT2B;TADA3;EP300;KAT8
RNA polymerase II transcription coactivator activity (GO:0001105)	5/39	0.036876504743255475	0.2511074232759632	0	0	2.942879256965944	9.712033204310433	NCOA1;CITED2;WBP2;CITED4;BRCA1
secondary active transmembrane transporter activity (GO:0015291)	7/66	0.037458426769180694	0.2511074232759632	0	0	2.376135307158693	7.804472446743942	SLC22A23;SLC7A5;SLC7A7;SLCO3A1;SLCO4C1;SLC4A1;MFSD2A
phospholipase C activity (GO:0004629)	4/27	0.037802109343666554	0.2511074232759632	0	0	3.4786266172907236	11.393860141087721	CCR1;CCL5;CCR5;PLCB2
DNA polymerase binding (GO:0070182)	3/16	0.03816547484450009	0.2511074232759632	0	0	4.61344537815126	15.066700509133792	PCNA;FANCD2;LONP1
cysteine-type endopeptidase activator activity involved in apoptotic process (GO:0008656)	3/16	0.03816547484450009	0.2511074232759632	0	0	4.61344537815126	15.066700509133792	NLRP12;CASP1;CTSH
endopeptidase inhibitor activity (GO:0004866)	10/111	0.03956777231431836	0.25392193517343414	0	0	1.9848080046099847	6.410414444925488	SERPINB10;CST3;CSTA;SERPINA1;SERPINB2;TIMP2;CARD16;TIMP1;CST7;SERPINB8
type II transforming growth factor beta receptor binding (GO:0005114)	2/7	0.04075735607187224	0.25392193517343414	0	0	7.991605456453305	25.574087970099143	TGFBR3;TGFB1
MAP kinase tyrosine/serine/threonine phosphatase activity (GO:0017017)	2/7	0.04075735607187224	0.25392193517343414	0	0	7.991605456453305	25.574087970099143	DUSP5;DUSP6
lipase activator activity (GO:0060229)	2/7	0.04075735607187224	0.25392193517343414	0	0	7.991605456453305	25.574087970099143	CCL5;CCL3
histone serine kinase activity (GO:0035174)	2/7	0.04075735607187224	0.25392193517343414	0	0	7.991605456453305	25.574087970099143	MELK;AURKA
myosin heavy chain binding (GO:0032036)	2/7	0.04075735607187224	0.25392193517343414	0	0	7.991605456453305	25.574087970099143	MYL4;CORO1A
monovalent inorganic cation transmembrane transporter activity (GO:0015077)	3/17	0.04474396652964154	0.26694705454972584	0	0	4.283688475390156	13.308557655913457	SLC36A1;ATP6V1B2;AQP1
DNA binding, bending (GO:0008301)	3/17	0.04474396652964154	0.26694705454972584	0	0	4.283688475390156	13.308557655913457	TOP2A;HMGB2;TRERF1
G-protein beta/gamma-subunit complex binding (GO:0031683)	3/17	0.04474396652964154	0.26694705454972584	0	0	4.283688475390156	13.308557655913457	GNA13;PIK3R5;GNAI2
receptor antagonist activity (GO:0048019)	3/17	0.04474396652964154	0.26694705454972584	0	0	4.283688475390156	13.308557655913457	LRPAP1;IL1RN;CCL5
low-density lipoprotein particle binding (GO:0030169)	3/17	0.04474396652964154	0.26694705454972584	0	0	4.283688475390156	13.308557655913457	STAB1;CD36;THBS1
Rab GTPase binding (GO:0017137)	11/130	0.046904560654211336	0.2761517593214063	0	0	1.853243839908845	5.670259660929044	RABGEF1;TBC1D1;RAB11FIP1;RIC1;DENND1A;DMXL2;TBC1D8;TBC1D14;MYO5A;TBC1D9;RAB8A
RNA polymerase II transcription cofactor activity (GO:0001104)	8/84	0.04707132261160335	0.2761517593214063	0	0	2.10848663369088	6.44372771039792	NCOA1;TLE1;CITED2;WBP2;CITED4;BRCA1;TRERF1;ELANE
