Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GPCRs, Other WP117	6/91	0.23206770675332095	0.9984653905752534	0	0	1.487439676535803	2.1727419732183524	CHRM3;ADGRG1;SMO;HTR1F;VN1R1;GPR135
Ebola Virus Pathway on Host WP4217	8/129	0.23237212908997532	0.9984653905752534	0	0	1.393645546372819	2.033907476590145	BST2;HLA-DRB5;DDX58;NEDD4;ICAM3;HLA-DRB1;IGF1R;HLA-DQB1
Adipogenesis WP236	8/130	0.2386127382719645	0.9984653905752534	0	0	1.3821493624772314	1.98050031905115	SCD;NRIP1;NDN;ID3;NR1H3;GATA3;GATA2;LPIN1
Calcium Regulation in the Cardiac Cell WP536	9/150	0.2423363556596712	0.9984653905752534	0	0	1.3455375949636712	1.9072034942634644	SLC8A3;CHRM3;PKIA;PRKCQ;GNB5;PRKCZ;RYR3;ADCY6;GNAI1
Somatroph axis (GH) and its relationship to dietary restriction and aging WP4186	1/6	0.24331811129808925	0.9984653905752534	0	0	4.208820286659316	5.948685951529383	IGF1R
LncRNA-mediated mechanisms of therapeutic resistance WP3672	1/6	0.24331811129808925	0.9984653905752534	0	0	4.208820286659316	5.948685951529383	ABCB1
Metabolism of alpha-linolenic acid WP4586	1/6	0.24331811129808925	0.9984653905752534	0	0	4.208820286659316	5.948685951529383	FADS1
Robo4 and VEGF Signaling Pathways Crosstalk WP3943	1/6	0.24331811129808925	0.9984653905752534	0	0	4.208820286659316	5.948685951529383	ROBO4
Urea cycle and metabolism of amino groups WP497	2/21	0.24661353135814304	0.9984653905752534	0	0	2.2159869873358895	3.102232907987064	ARG2;GATM
Pathogenesis of SARS-CoV-2 Mediated by nsp9-nsp10 Complex WP4884	2/21	0.24661353135814304	0.9984653905752534	0	0	2.2159869873358895	3.102232907987064	HLA-DRB5;HLA-DRB1
Corticotropin-releasing hormone signaling pathway WP2355	6/93	0.24713911720804824	0.9984653905752534	0	0	1.4530927440935852	2.031138666022546	CRHBP;PRKCQ;TCF4;GNB5;RAPGEF3;GNAI1
G Protein Signaling Pathways WP35	6/93	0.24713911720804824	0.9984653905752534	0	0	1.4530927440935852	2.031138666022546	GNA12;PRKCQ;GNB5;PRKCZ;ADCY6;GNAI1
Thyroid hormones production and their peripheral downstream signaling effects WP4746	6/95	0.2624810591736759	0.9984653905752534	0	0	1.420289494008321	1.899745644557828	RPS6KA6;THRB;AKT3;PRKG2;PRKCQ;SLC16A2
Transcription factor regulation in adipogenesis WP3599	2/22	0.26371269612140075	0.9984653905752534	0	0	2.1050772626931566	2.8058470437371636	NRIP1;LPIN1
Fatty Acid Biosynthesis WP357	2/22	0.26371269612140075	0.9984653905752534	0	0	2.1050772626931566	2.8058470437371636	PECR;SCD
PKC-gamma calcium signaling pathway in ataxia WP4760	2/22	0.26371269612140075	0.9984653905752534	0	0	2.1050772626931566	2.8058470437371636	PLCB4;RYR3
TGF-beta receptor signaling in skeletal dysplasias WP4816	4/58	0.2691755299257002	0.9984653905752534	0	0	1.5599803343166174	2.0473050628659157	SMAD4;NOG;LTBP3;FBN1
Pre-implantation embryo WP3527	4/58	0.2691755299257002	0.9984653905752534	0	0	1.5599803343166174	2.0473050628659157	GATA3;GATA2;E2F5;PBX1
Arachidonate Epoxygenase / Epoxide Hydrolase WP678	1/7	0.27768172953549347	0.9984653905752534	0	0	3.5071664829106948	4.493661145170114	EPHX2
LDLRAD4 and what we know about it WP4904	1/7	0.27768172953549347	0.9984653905752534	0	0	3.5071664829106948	4.493661145170114	NEDD4
MicroRNA for Targeting Cancer Growth and Vascularization in Glioblastoma WP3593	1/7	0.27768172953549347	0.9984653905752534	0	0	3.5071664829106948	4.493661145170114	HES1
SARS-CoV-2 and angiotensin-converting enzyme 2 receptor: molecular mechanisms WP4883	1/7	0.27768172953549347	0.9984653905752534	0	0	3.5071664829106948	4.493661145170114	REN
GDNF/RET signaling axis WP4830	2/23	0.2808137360968808	0.9984653905752534	0	0	2.0047303689687794	2.5461352504749413	GATA3;FAT4
Pathways Regulating Hippo Signaling WP4540	6/98	0.2859299134185274	0.9984653905752534	0	0	1.3737587968765064	1.7199577678046662	PLCB4;PRKCQ;CDH9;PRKCZ;IGF1R;CDH7
Kallmann's Syndrome WP5074	2/24	0.29788127427042116	0.9984653905752534	0	0	1.9135059201284368	2.317371016084043	TMEM98;PRKCQ
TFs regulate miRNAs related to cardiac hypertrophy WP1559	1/8	0.31048641241381475	0.9984653905752534	0	0	3.005985194518822	3.5158457908428145	MYEF2
Phase I biotransformations, non P450 WP136	1/8	0.31048641241381475	0.9984653905752534	0	0	3.005985194518822	3.5158457908428145	ESD
Signal Transduction of S1P Receptor WP26	2/25	0.3148831351305229	0.9984653905752534	0	0	1.8302140320568192	2.1149106122375305	AKT3;GNAI1
Hypothesized Pathways in Pathogenesis of Cardiovascular Disease WP3668	2/25	0.3148831351305229	0.9984653905752534	0	0	1.8302140320568192	2.1149106122375305	SMAD4;FBN1
Glioblastoma signaling pathways WP2261	5/82	0.31575660414223133	0.9984653905752534	0	0	1.3673757029238758	1.576288288430308	CDKN1B;AKT3;PRKCQ;PRKCZ;IGF1R
3q29 copy number variation syndrome WP4906	4/63	0.32063805185678096	0.9984653905752534	0	0	1.427403629818509	1.6235893481492012	SLC40A1;RNF8;PIGM;DYNLL1
Endochondral Ossification with Skeletal Dysplasias WP4808	4/64	0.33103879144080534	0.9984653905752534	0	0	1.4035398230088496	1.5516409462279497	IFT88;HMGCS1;BMP6;IGF1R
Endochondral Ossification WP474	4/64	0.33103879144080534	0.9984653905752534	0	0	1.4035398230088496	1.5516409462279497	IFT88;HMGCS1;BMP6;IGF1R
Wnt/beta-catenin signaling pathway in leukemia WP3658	2/26	0.33179012765632077	0.9984653905752534	0	0	1.7538631346578366	1.9349541608130614	FZD6;LRP6
Glycolysis and Gluconeogenesis WP534	3/45	0.33518469529244016	0.9984653905752534	0	0	1.5035516969218627	1.6434926208114553	ALDOC;ENO2;PFKM
Eicosanoid metabolism via cytochrome P450 monooxygenases (CYP) pathway WP4720	1/9	0.34180280749490594	0.9984653905752534	0	0	2.630099228224917	2.823467528098872	EPHX2
Folate-Alcohol and Cancer Pathway Hypotheses WP1589	1/9	0.34180280749490594	0.9984653905752534	0	0	2.630099228224917	2.823467528098872	ALDH1A1
Role of Altered Glycolysation of MUC1 in Tumour Microenvironment WP4480	1/9	0.34180280749490594	0.9984653905752534	0	0	2.630099228224917	2.823467528098872	MUC1
Aryl Hydrocarbon Receptor Netpath WP2586	3/46	0.34776302539976095	0.9984653905752534	0	0	1.4685082872928177	1.5510883715448087	CDKN1B;NRIP1;NCOA7
1q21.1 copy number variation syndrome WP4905	2/27	0.34857584094564503	0.9984653905752534	0	0	1.6836203090507726	1.7743665200403291	ACP6;NBPF12
Intraflagellar transport proteins binding to dynein WP4532	2/27	0.34857584094564503	0.9984653905752534	0	0	1.6836203090507726	1.7743665200403291	IFT81;DYNLL1
Thyroid stimulating hormone (TSH) signaling pathway WP2032	4/66	0.3518824679375993	0.9984653905752534	0	0	1.3581216100485298	1.4185010580619846	CDKN1B;GNA12;GNAI1;IGF1R
Steroid Biosynthesis WP496	1/10	0.3716983643872405	0.9984653905752534	0	0	2.3377434766629914	2.3136006694646123	HSD17B7
Aspirin and miRNAs WP4707	1/10	0.3716983643872405	0.9984653905752534	0	0	2.3377434766629914	2.3136006694646123	PTGS1
Ethanol metabolism resulting in production of ROS by CYP2E1 WP4269	1/10	0.3716983643872405	0.9984653905752534	0	0	2.3377434766629914	2.3136006694646123	PRKCQ
Gamma-glutamyl cycle for the biosynthesis and degradation of glutathione, including diseases WP4518	1/10	0.3716983643872405	0.9984653905752534	0	0	2.3377434766629914	2.3136006694646123	GGCT
Interleukin-1 Induced Activation of NF-kappa-B WP3656	1/10	0.3716983643872405	0.9984653905752534	0	0	2.3377434766629914	2.3136006694646123	PRKCZ
Non-homologous end joining WP438	1/10	0.3716983643872405	0.9984653905752534	0	0	2.3377434766629914	2.3136006694646123	NHEJ1
Exercise-induced Circadian Regulation WP410	3/48	0.37283358828618346	0.9984653905752534	0	0	1.4030939226519337	1.3843248796200225	GSTM3;RBPMS;CRY1
Rett syndrome causing genes WP4312	3/48	0.37283358828618346	0.9984653905752534	0	0	1.4030939226519337	1.3843248796200225	TCF4;SMARCA1;SHANK3
Statin inhibition of cholesterol production WP430	2/29	0.3816905480558857	0.9984653905752534	0	0	1.5587441746382145	1.5012967863571316	HMGCR;FDFT1
RAS and bradykinin pathways in COVID-19 WP4969	2/29	0.3816905480558857	0.9984653905752534	0	0	1.5587441746382145	1.5012967863571316	REN;PRKG1
Dopaminergic Neurogenesis WP2855	2/30	0.39797895251073495	0.9984653905752534	0	0	1.5029959003468938	1.384794528586447	ALDH1A1;SLC18A2
Extracellular vesicle-mediated signaling in recipient cells WP2870	2/30	0.39797895251073495	0.9984653905752534	0	0	1.5029959003468938	1.384794528586447	SMAD4;PROM1
One-carbon metabolism WP241	2/30	0.39797895251073495	0.9984653905752534	0	0	1.5029959003468938	1.384794528586447	DNMT3B;AMT
Gene regulatory network modelling somitogenesis  WP2854	1/11	0.40023747905283874	0.9984653905752534	0	0	2.103858875413451	1.9264977033140442	HES1
Glycolysis in senescence WP5049	1/11	0.40023747905283874	0.9984653905752534	0	0	2.103858875413451	1.9264977033140442	ALDOC
PTF1A related regulatory pathway WP4147	1/11	0.40023747905283874	0.9984653905752534	0	0	2.103858875413451	1.9264977033140442	HES1
16p11.2 distal deletion syndrome WP4950	2/31	0.41406457098413774	0.9984653905752534	0	0	1.4510923346273883	1.279476503567977	CD82;MPL
Trans-sulfuration and one-carbon metabolism WP2525	2/31	0.41406457098413774	0.9984653905752534	0	0	1.4510923346273883	1.279476503567977	DNMT3B;AMT
One-carbon metabolism and related pathways WP3940	3/52	0.42231341377418236	0.9984653905752534	0	0	1.288285037772015	1.1105114341779705	PCYT1B;ETNK2;BCAT1
Biomarkers for urea cycle disorders WP4583	1/12	0.4274816321367295	0.9984653905752534	0	0	1.9124987471183723	1.6253255035640346	GATM
Computational Model of Aerobic Glycolysis WP4629	1/12	0.4274816321367295	0.9984653905752534	0	0	1.9124987471183723	1.6253255035640346	PFKM
Iron metabolism in placenta WP2007	1/12	0.4274816321367295	0.9984653905752534	0	0	1.9124987471183723	1.6253255035640346	SLC40A1
RalA downstream regulated genes WP2290	1/12	0.4274816321367295	0.9984653905752534	0	0	1.9124987471183723	1.6253255035640346	RALA
Arrhythmogenic Right Ventricular Cardiomyopathy WP2118	4/74	0.43473960118637694	0.9984653905752534	0	0	1.202402022756005	1.0016105583991508	CACNB2;PKP2;DSG2;ITGA9
Epithelial to mesenchymal transition in colorectal cancer WP4239	8/160	0.4415844459400844	0.9984653905752534	0	0	1.1076023391812866	0.9053386530300209	FZD3;SMAD4;CLDN15;AKT3;FZD6;ID1;PKP2;LRP6
Vitamin D Receptor Pathway WP2877	9/182	0.4450576314069774	0.9984653905752534	0	0	1.0948002597619706	0.8862971885731805	ABCB1;CDKN1B;TNFSF4;TPM1;ID1;NRIP1;PRKCQ;BMP6;HLA-DRB1
Endothelin Pathways WP2197	2/33	0.44556858713233627	0.9984653905752534	0	0	1.357331054617959	1.0972719740249515	GNB5;GNAI1
miRNA regulation of prostate cancer signaling pathways WP3981	2/33	0.44556858713233627	0.9984653905752534	0	0	1.357331054617959	1.0972719740249515	CDKN1B;AKT3
Monoamine GPCRs WP58	2/33	0.44556858713233627	0.9984653905752534	0	0	1.357331054617959	1.0972719740249515	CHRM3;HTR1F
Pregnane X receptor pathway WP2876	2/33	0.44556858713233627	0.9984653905752534	0	0	1.357331054617959	1.0972719740249515	ABCB1;NRIP1
Regucalcin in proximal tubule epithelial kidney cells WP4838	2/33	0.44556858713233627	0.9984653905752534	0	0	1.357331054617959	1.0972719740249515	SMAD4;PRKCQ
Resistin as a regulator of inflammation WP4481	2/33	0.44556858713233627	0.9984653905752534	0	0	1.357331054617959	1.0972719740249515	PLCB4;AKT3
Development of pulmonary dendritic cells and macrophage subsets WP3892	1/13	0.4534895204423102	0.9984653905752534	0	0	1.75303197353914	1.386268089760494	TCF4
Genes targeted by miRNAs in adipocytes WP1992	1/13	0.4534895204423102	0.9984653905752534	0	0	1.75303197353914	1.386268089760494	ERG
Irinotecan pathway WP229	1/13	0.4534895204423102	0.9984653905752534	0	0	1.75303197353914	1.386268089760494	ABCC1
Mammary gland development pathway - Puberty (Stage 2 of 4) WP2814	1/13	0.4534895204423102	0.9984653905752534	0	0	1.75303197353914	1.386268089760494	NRIP1
NO metabolism in cystic fibrosis WP4947	1/13	0.4534895204423102	0.9984653905752534	0	0	1.75303197353914	1.386268089760494	DDAH2
Joubert Syndrome WP4656	4/76	0.4550611284947217	0.9984653905752534	0	0	1.1688790560471976	0.920285973697186	TCTN2;TMEM67;BBS9;NPHP3
Regulatory circuits of the STAT3 signaling pathway WP4538	4/78	0.47513400635617364	0.9984653905752534	0	0	1.1371681415929205	0.8462332203334587	PTPRD;DEPTOR;MPL;IL12RB2
The influence of laminopathies on Wnt signaling WP4844	2/35	0.4761020074791399	0.9984653905752534	0	0	1.2749347782460365	0.9461586089378522	HMGA2;HES1
Cancer immunotherapy by CTLA4 blockade WP4582	1/14	0.47831718317047955	0.9984653905752534	0	0	1.618098549741328	1.193317265736726	HLA-DRB1
Omega-3/Omega-6 FA synthesis WP4723	1/14	0.47831718317047955	0.9984653905752534	0	0	1.618098549741328	1.193317265736726	FADS1
Neural Crest Differentiation WP2064	5/101	0.4868394061526346	0.9984653905752534	0	0	1.0956533776301218	0.7886742790157961	FZD3;ID1;TCF4;HES1;CDH7
Host-pathogen interaction of human coronaviruses - MAPK signaling WP4877	2/36	0.4909801543406373	0.9984653905752534	0	0	1.237371769900013	0.8802063522594755	BST2;IFITM2
Wnt signaling pathway and pluripotency WP399	5/102	0.49555082426978	0.9984653905752534	0	0	1.0843008984941376	0.7612717853528516	FZD3;FZD6;PRKCQ;PRKCZ;LRP6
Male infertility WP4673	7/146	0.49620176182949205	0.9984653905752534	0	0	1.0593425370691238	0.742358284467068	PACRG;ABLIM1;ABCB1;OR2W3;PMS2;CDC42BPA;REC8
Codeine and Morphine Metabolism WP1604	1/15	0.5020181219414614	0.9984653905752534	0	0	1.5024413293432037	1.035360957268748	ABCB1
Fatty Acid Omega Oxidation WP206	1/15	0.5020181219414614	0.9984653905752534	0	0	1.5024413293432037	1.035360957268748	ALDH1A1
GPCRs, Class C Metabotropic glutamate, pheromone WP501	1/15	0.5020181219414614	0.9984653905752534	0	0	1.5024413293432037	1.035360957268748	GABBR1
Major receptors targeted by epinephrine and norepinephrine WP4589	1/15	0.5020181219414614	0.9984653905752534	0	0	1.5024413293432037	1.035360957268748	ADCY6
miRNAs involved in DNA damage response WP1545	1/15	0.5020181219414614	0.9984653905752534	0	0	1.5024413293432037	1.035360957268748	CDKN1B
Electron Transport Chain (OXPHOS system in mitochondria) WP111	5/103	0.5042063374900337	0.9984653905752534	0	0	1.0731801026058263	0.7348812114450676	SLC25A27;SDHC;SDHA;COX7C;SLC25A4
Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3850	2/37	0.5055889041848147	0.9984653905752534	0	0	1.2019552191737621	0.8197711795083971	DEPTOR;IGF1R
Amyotrophic lateral sclerosis (ALS) WP2447	2/38	0.5199220326596244	0.9984653905752534	0	0	1.1685062545989697	0.7642923828963508	CCS;ALS2
Striated Muscle Contraction Pathway WP383	2/38	0.5199220326596244	0.9984653905752534	0	0	1.1685062545989697	0.7642923828963508	TPM2;TPM1
Nuclear receptors WP170	2/38	0.5199220326596244	0.9984653905752534	0	0	1.1685062545989697	0.7642923828963508	THRB;NR1H3
TCA Cycle and Deficiency of Pyruvate Dehydrogenase complex (PDHc) WP2453	1/16	0.5246434155653059	0.9984653905752534	0	0	1.402205071664829	0.9044733894567818	SDHA
Tryptophan catabolism leading to NAD+ production WP4210	1/16	0.5246434155653059	0.9984653905752534	0	0	1.402205071664829	0.9044733894567818	AADAT
Deregulation of Rab and Rab Effector Genes in Bladder Cancer WP2291	1/16	0.5246434155653059	0.9984653905752534	0	0	1.402205071664829	0.9044733894567818	SYTL4
Hedgehog Signaling Pathway Netpath WP47	1/16	0.5246434155653059	0.9984653905752534	0	0	1.402205071664829	0.9044733894567818	SMO
MAPK pathway in congenital thyroid cancer WP4928	1/16	0.5246434155653059	0.9984653905752534	0	0	1.402205071664829	0.9044733894567818	ALK
Pathways of nucleic acid metabolism and innate immune sensing WP4705	1/16	0.5246434155653059	0.9984653905752534	0	0	1.402205071664829	0.9044733894567818	DDX58
Modulators of TCR signaling and T cell activation WP5072	3/61	0.5277930864607663	0.9984653905752534	0	0	1.08786435511526	0.6952007537247528	CDKN1B;RHOH;PRKCQ
Notch Signaling Pathway Netpath WP61	3/61	0.5277930864607663	0.9984653905752534	0	0	1.08786435511526	0.6952007537247528	FHL1;HES1;GATA3
MicroRNAs in cardiomyocyte hypertrophy WP1544	4/84	0.5334911782370049	0.9984653905752534	0	0	1.0515486725663716	0.6607014319257948	MYEF2;PRKG1;IGF1R;LRP6
Kisspeptin/kisspeptin receptor system in the ovary WP4871	2/39	0.533974434109063	0.9984653905752534	0	0	1.1368653421633554	0.7132776345357061	PLCB4;PRKCQ
Proteasome Degradation WP183	3/62	0.5388539774040957	0.9984653905752534	0	0	1.0693697911789493	0.6612027399606273	UCHL1;PSMC6;NEDD4
ACE Inhibitor Pathway WP554	1/17	0.5462418297920505	0.9984653905752534	0	0	1.3144983461962514	0.7948685920172489	REN
Sulfation Biotransformation Reaction WP692	1/17	0.5462418297920505	0.9984653905752534	0	0	1.3144983461962514	0.7948685920172489	SULT1C4
Canonical and non-canonical TGF-B signaling WP3874	1/17	0.5462418297920505	0.9984653905752534	0	0	1.3144983461962514	0.7948685920172489	SMAD4
Drug Induction of Bile Acid Pathway WP2289	1/17	0.5462418297920505	0.9984653905752534	0	0	1.3144983461962514	0.7948685920172489	ABCB1
Leptin Insulin Overlap WP3935	1/17	0.5462418297920505	0.9984653905752534	0	0	1.3144983461962514	0.7948685920172489	SOCS2
Mitochondrial LC-Fatty Acid Beta-Oxidation WP368	1/17	0.5462418297920505	0.9984653905752534	0	0	1.3144983461962514	0.7948685920172489	PECR
Nephrogenesis WP5052	1/17	0.5462418297920505	0.9984653905752534	0	0	1.3144983461962514	0.7948685920172489	MEIS1
Ferroptosis WP4313	2/40	0.547742033048704	0.9984653905752534	0	0	1.1068897409085627	0.6662932153931174	SLC40A1;CP
Breast cancer pathway WP4262	7/154	0.55303976154884	0.9984653905752534	0	0	1.0012684319010623	0.5930767029155312	FGF16;FZD3;AKT3;FZD6;HES1;IGF1R;LRP6
MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement WP4560	1/18	0.566859921795209	0.9984653905752534	0	0	1.2371100590180946	0.7022369360980728	PRKCQ
Splicing factor NOVA regulated synaptic proteins WP4148	2/42	0.5744111804279931	0.9984653905752534	0	0	1.0514348785871965	0.5829257974954568	PLCB4;PRKCZ
Tryptophan metabolism WP465	2/42	0.5744111804279931	0.9984653905752534	0	0	1.0514348785871965	0.5829257974954568	AADAT;ALDH1A1
Cytoplasmic Ribosomal Proteins WP477	4/89	0.5795429846401046	0.9984653905752534	0	0	0.9894325871941697	0.5397507566763702	RPS6KA6;RPS7;RPL23;RPL22
