Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
lytic vacuole membrane (GO:0098852)	16/267	0.1580390469923261	0.887903538812487	0	0	1.3464348882496917	2.484055422366633	ABCA2;HLA-DRB5;IFITM2;TMEM63A;HLA-DRB4;ABCA5;SPPL2B;CP;GNAI1;MFSD8;LAPTM4B;ATP6V0A2;TMEM9;HLA-DRB3;HLA-DRB1;HLA-DQB1
dense core granule (GO:0031045)	2/16	0.16263853612026213	0.887903538812487	0	0	3.008199306212551	5.463567117147712	CRHBP;BAIAP3
desmosome (GO:0030057)	2/17	0.17906858479997015	0.887903538812487	0	0	2.8075055187637967	4.828871285547475	PKP2;DSG2
platelet alpha granule membrane (GO:0031092)	2/17	0.17906858479997015	0.887903538812487	0	0	2.8075055187637967	4.828871285547475	CD109;SYTL4
U5 snRNP (GO:0005682)	2/17	0.17906858479997015	0.887903538812487	0	0	2.8075055187637967	4.828871285547475	SNRPD2;SNRPE
voltage-gated sodium channel complex (GO:0001518)	2/17	0.17906858479997015	0.887903538812487	0	0	2.8075055187637967	4.828871285547475	SCN9A;SCN3A
intermediate filament cytoskeleton (GO:0045111)	6/84	0.1819098969339895	0.887903538812487	0	0	1.621524816646768	2.763473593077355	EXD2;KRT18;DST;PKP2;PHLDB2;HLA-DRB1
heterotrimeric G-protein complex (GO:0005834)	3/33	0.18756876775023812	0.887903538812487	0	0	2.1062983425414363	3.5251214203228027	GNA12;GNB5;GNAI1
clathrin-coated endocytic vesicle (GO:0045334)	6/85	0.18879725748644405	0.887903538812487	0	0	1.6009149849841422	2.668855836829162	HLA-DRB5;HLA-DRB4;AVP;HLA-DRB3;HLA-DRB1;HLA-DQB1
intermediate filament (GO:0005882)	4/50	0.19088515202551073	0.887903538812487	0	0	1.8320507887649096	3.0340287711400475	KRT18;DST;PKP2;HLA-DRB1
bleb (GO:0032059)	1/5	0.20732156040762345	0.887903538812487	0	0	5.26130099228225	8.278574293865114	TPM1
CD95 death-inducing signaling complex (GO:0031265)	1/5	0.20732156040762345	0.887903538812487	0	0	5.26130099228225	8.278574293865114	CASP10
clathrin-sculpted monoamine transport vesicle (GO:0070081)	1/5	0.20732156040762345	0.887903538812487	0	0	5.26130099228225	8.278574293865114	SLC18A2
clathrin-sculpted monoamine transport vesicle membrane (GO:0070083)	1/5	0.20732156040762345	0.887903538812487	0	0	5.26130099228225	8.278574293865114	SLC18A2
early endosome lumen (GO:0031905)	1/5	0.20732156040762345	0.887903538812487	0	0	5.26130099228225	8.278574293865114	RAB38
elastic fiber (GO:0071953)	1/5	0.20732156040762345	0.887903538812487	0	0	5.26130099228225	8.278574293865114	ELN
endoplasmic reticulum tubular network membrane (GO:0098826)	1/5	0.20732156040762345	0.887903538812487	0	0	5.26130099228225	8.278574293865114	ATL1
external side of apical plasma membrane (GO:0098591)	1/5	0.20732156040762345	0.887903538812487	0	0	5.26130099228225	8.278574293865114	ABCB1
NURF complex (GO:0016589)	1/5	0.20732156040762345	0.887903538812487	0	0	5.26130099228225	8.278574293865114	SMARCA1
PCAF complex (GO:0000125)	1/5	0.20732156040762345	0.887903538812487	0	0	5.26130099228225	8.278574293865114	TAF9
sarcoglycan complex (GO:0016012)	1/5	0.20732156040762345	0.887903538812487	0	0	5.26130099228225	8.278574293865114	SGCZ
tRNA methyltransferase complex (GO:0043527)	1/5	0.20732156040762345	0.887903538812487	0	0	5.26130099228225	8.278574293865114	TRMT61B
basement membrane (GO:0005604)	4/52	0.20978452425709182	0.887903538812487	0	0	1.7555309734513274	2.741567691880331	DST;VWA2;HSPG2;FBN1
ion channel complex (GO:0034702)	3/35	0.21115003753616746	0.887903538812487	0	0	1.9744475138121547	3.0706337627070637	CHRNA5;TRPC1;PKD2
Golgi cisterna (GO:0031985)	4/53	0.21942651821157555	0.887903538812487	0	0	1.7196135091204623	2.6082029335956065	GOLGA8B;ATL1;ATP2C1;GOLGA8A
U2 snRNP (GO:0005686)	2/20	0.22955505169355017	0.887903538812487	0	0	2.3392200147167035	3.442425183697611	SNRPD2;SNRPE
ATP-binding cassette (ABC) transporter complex (GO:0043190)	1/6	0.24331811129808925	0.887903538812487	0	0	4.208820286659316	5.948685951529383	ABCA2
box C/D RNP complex (GO:0031428)	1/6	0.24331811129808925	0.887903538812487	0	0	4.208820286659316	5.948685951529383	FBL
dystroglycan complex (GO:0016011)	1/6	0.24331811129808925	0.887903538812487	0	0	4.208820286659316	5.948685951529383	SGCZ
myosin filament (GO:0032982)	1/6	0.24331811129808925	0.887903538812487	0	0	4.208820286659316	5.948685951529383	MYH10
shelterin complex (GO:0070187)	1/6	0.24331811129808925	0.887903538812487	0	0	4.208820286659316	5.948685951529383	POT1
symmetric synapse (GO:0032280)	1/6	0.24331811129808925	0.887903538812487	0	0	4.208820286659316	5.948685951529383	SLC4A8
uniplex complex (GO:1990246)	1/6	0.24331811129808925	0.887903538812487	0	0	4.208820286659316	5.948685951529383	MICU3
recycling endosome membrane (GO:0055038)	4/58	0.2691755299257002	0.887903538812487	0	0	1.5599803343166174	2.0473050628659157	EHD2;SLC9A7;ATP9A;BAIAP3
AP-2 adaptor complex (GO:0030122)	1/7	0.27768172953549347	0.887903538812487	0	0	3.5071664829106948	4.493661145170114	SGIP1
cis-Golgi network membrane (GO:0033106)	1/7	0.27768172953549347	0.887903538812487	0	0	3.5071664829106948	4.493661145170114	ATP2C1
clathrin coat of endocytic vesicle (GO:0030128)	1/7	0.27768172953549347	0.887903538812487	0	0	3.5071664829106948	4.493661145170114	SGIP1
G protein-coupled receptor dimeric complex (GO:0038037)	1/7	0.27768172953549347	0.887903538812487	0	0	3.5071664829106948	4.493661145170114	GABBR1
hemidesmosome (GO:0030056)	1/7	0.27768172953549347	0.887903538812487	0	0	3.5071664829106948	4.493661145170114	DST
macropinosome (GO:0044354)	1/7	0.27768172953549347	0.887903538812487	0	0	3.5071664829106948	4.493661145170114	CARMIL1
pinosome (GO:0044352)	1/7	0.27768172953549347	0.887903538812487	0	0	3.5071664829106948	4.493661145170114	CARMIL1
protein kinase complex (GO:1902911)	1/7	0.27768172953549347	0.887903538812487	0	0	3.5071664829106948	4.493661145170114	IGF1R
U7 snRNP (GO:0005683)	1/7	0.27768172953549347	0.887903538812487	0	0	3.5071664829106948	4.493661145170114	SNRPE
extracellular vesicle (GO:1903561)	4/59	0.2793672022527356	0.887903538812487	0	0	1.5315366049879324	1.9530587069191678	SERPINE2;IFT172;CTSF;PROM1
bicellular tight junction (GO:0005923)	5/78	0.2800786114894054	0.887903538812487	0	0	1.4426038016353404	1.8359801614329494	PATJ;PARD6B;CLDN15;DDX58;RAB13
endocytic vesicle membrane (GO:0030666)	9/158	0.2906650390162361	0.887903538812487	0	0	1.2727564557188822	1.572597186084947	HLA-DRB5;HLA-DRB4;SMO;ANXA3;ATP6V0A2;AVP;HLA-DRB3;HLA-DRB1;HLA-DQB1
Golgi-associated vesicle membrane (GO:0030660)	2/24	0.29788127427042116	0.887903538812487	0	0	1.9135059201284368	2.317371016084043	SPPL2B;RASSF9
pigment granule (GO:0048770)	2/24	0.29788127427042116	0.887903538812487	0	0	1.9135059201284368	2.317371016084043	MREG;RAB38
endosome membrane (GO:0010008)	17/325	0.3087590656754314	0.887903538812487	0	0	1.1636130424009212	1.3674710994489618	HLA-DRB5;IFITM2;HLA-DRB4;MREG;SPPL2B;TMEM163;RHOBTB1;LRP6;BAIAP3;EHD2;LAPTM4B;TBC1D3;SLC9A7;ATP6V0A2;HLA-DRB3;HLA-DRB1;ATP9A
death-inducing signaling complex (GO:0031264)	1/8	0.31048641241381475	0.887903538812487	0	0	3.005985194518822	3.5158457908428145	CASP10
extrinsic component of external side of plasma membrane (GO:0031232)	1/8	0.31048641241381475	0.887903538812487	0	0	3.005985194518822	3.5158457908428145	SERPINE2
HFE-transferrin receptor complex (GO:1990712)	1/8	0.31048641241381475	0.887903538812487	0	0	3.005985194518822	3.5158457908428145	BMPR1B
MOZ/MORF histone acetyltransferase complex (GO:0070776)	1/8	0.31048641241381475	0.887903538812487	0	0	3.005985194518822	3.5158457908428145	ING5
neuron to neuron synapse (GO:0098984)	1/8	0.31048641241381475	0.887903538812487	0	0	3.005985194518822	3.5158457908428145	SLC4A8
intrinsic component of endoplasmic reticulum membrane (GO:0031227)	7/121	0.31075687523386947	0.887903538812487	0	0	1.2933582569075297	1.5116052512403342	HACD1;SLC37A1;CAMLG;SCD;ELOVL7;PIGG;SLC37A3
sodium channel complex (GO:0034706)	2/25	0.3148831351305229	0.887903538812487	0	0	1.8302140320568192	2.1149106122375305	SCN9A;SCN3A
vesicle (GO:0031982)	12/226	0.3306156916300339	0.887903538812487	0	0	1.181450267022697	1.3076275376933384	PACRG;MUC1;SERPINE2;ALS2;BIN1;IFT172;MYO5C;CTSF;PROM1;PRKCZ;ABO;WDR54
lysosomal membrane (GO:0005765)	17/330	0.33096433735980035	0.887903538812487	0	0	1.1447201873186963	1.2657682246204356	ABCA2;HLA-DRB5;IFITM2;TMEM63A;HLA-DRB4;ABCA5;SPPL2B;CP;GNAI1;BST2;MFSD8;LAPTM4B;ATP6V0A2;TMEM9;HLA-DRB3;HLA-DRB1;HLA-DQB1
calcium channel complex (GO:0034704)	3/45	0.33518469529244016	0.887903538812487	0	0	1.5035516969218627	1.6434926208114553	CACNB2;MICU3;RYR3
H3 histone acetyltransferase complex (GO:0070775)	1/9	0.34180280749490594	0.887903538812487	0	0	2.630099228224917	2.823467528098872	ING5
insulin-responsive compartment (GO:0032593)	1/9	0.34180280749490594	0.887903538812487	0	0	2.630099228224917	2.823467528098872	RAB13
pseudopodium (GO:0031143)	1/9	0.34180280749490594	0.887903538812487	0	0	2.630099228224917	2.823467528098872	F2RL1
transferase complex, transferring phosphorus-containing groups (GO:0061695)	1/9	0.34180280749490594	0.887903538812487	0	0	2.630099228224917	2.823467528098872	IGF1R
endocytic vesicle (GO:0030139)	10/189	0.35590977075089486	0.887903538812487	0	0	1.176605989722661	1.2155258017159762	EHD2;HLA-DRB5;RALA;HLA-DRB4;SMO;RAB13;RAB38;HLA-DRB3;HLA-DRB1;HLA-DQB1
melanosome (GO:0042470)	2/28	0.36521645248306667	0.887903538812487	0	0	1.6187807777211751	1.6305413506506998	MREG;RAB38
sarcoplasmic reticulum membrane (GO:0033017)	2/28	0.36521645248306667	0.887903538812487	0	0	1.6187807777211751	1.6305413506506998	TMEM38B;RYR3
U12-type spliceosomal complex (GO:0005689)	2/28	0.36521645248306667	0.887903538812487	0	0	1.6187807777211751	1.6305413506506998	SNRPD2;SNRPE
clathrin coat of coated pit (GO:0030132)	1/10	0.3716983643872405	0.887903538812487	0	0	2.3377434766629914	2.3136006694646123	SGIP1
ISWI-type complex (GO:0031010)	1/10	0.3716983643872405	0.887903538812487	0	0	2.3377434766629914	2.3136006694646123	SMARCA1
mitochondrial respiratory chain complex IV (GO:0005751)	1/10	0.3716983643872405	0.887903538812487	0	0	2.3377434766629914	2.3136006694646123	COX7C
glutamatergic synapse (GO:0098978)	4/69	0.3831385797728016	0.887903538812487	0	0	1.2952348536419334	1.2425946028141672	BCR;ARHGAP22;PTPRD;SLC4A8
adherens junction (GO:0005912)	7/132	0.3924540767167442	0.887903538812487	0	0	1.1788590455049945	1.1026290101796001	ARVCF;KRT18;PKP2;PGM5;CDH9;CDH7;CNN3
U2-type precatalytic spliceosome (GO:0071005)	3/50	0.3977118667386928	0.887903538812487	0	0	1.3432467379804867	1.2385104166535874	SNRPD2;DHX16;SNRPE
exocytic vesicle (GO:0070382)	2/30	0.39797895251073495	0.887903538812487	0	0	1.5029959003468938	1.384794528586447	DPYSL3;SYTL4
U2-type catalytic step 2 spliceosome (GO:0071007)	2/30	0.39797895251073495	0.887903538812487	0	0	1.5029959003468938	1.384794528586447	SNRPD2;SNRPE
Cul4A-RING E3 ubiquitin ligase complex (GO:0031464)	1/11	0.40023747905283874	0.887903538812487	0	0	2.103858875413451	1.9264977033140442	CDKN1B
integral component of postsynaptic density membrane (GO:0099061)	1/11	0.40023747905283874	0.887903538812487	0	0	2.103858875413451	1.9264977033140442	ADAM22
intrinsic component of postsynaptic density membrane (GO:0099146)	1/11	0.40023747905283874	0.887903538812487	0	0	2.103858875413451	1.9264977033140442	ADAM22
MLL3/4 complex (GO:0044666)	1/11	0.40023747905283874	0.887903538812487	0	0	2.103858875413451	1.9264977033140442	DPY30
post-mRNA release spliceosomal complex (GO:0071014)	1/11	0.40023747905283874	0.887903538812487	0	0	2.103858875413451	1.9264977033140442	MYEF2
SAGA complex (GO:0000124)	1/11	0.40023747905283874	0.887903538812487	0	0	2.103858875413451	1.9264977033140442	TAF9
STAGA complex (GO:0030914)	1/11	0.40023747905283874	0.887903538812487	0	0	2.103858875413451	1.9264977033140442	TAF9
endoplasmic reticulum membrane (GO:0005789)	34/712	0.4051765303432549	0.887903538812487	0	0	1.0565399647637757	0.954512467179457	ERO1B;HACD1;ATL1;INSIG1;PLOD2;MSMO1;HMGCR;HSD17B7;PKD2;RYR3;PTGS1;AGPAT4;EXTL2;EBP;TMEM67;ADGRG6;TMED3;DNAJB9;TMEM38B;TMEM14A;FADS1;FDFT1;PCYT1B;SLC37A1;FZD6;CYP51A1;MBOAT1;ELOVL7;SLC8A3;SCD;PIGM;PIGG;LPIN1;PIGH
cell projection membrane (GO:0031253)	5/92	0.40649395403225796	0.887903538812487	0	0	1.2095696337877573	1.0888379204992016	SMO;TCTN2;TMEM67;GNA12;SHANK3
spliceosomal snRNP complex (GO:0097525)	3/51	0.41005213544494884	0.887903538812487	0	0	1.315193370165746	1.172456706474855	SNRPD2;LUC7L3;SNRPE
catenin complex (GO:0016342)	2/31	0.41406457098413774	0.887903538812487	0	0	1.4510923346273883	1.279476503567977	CDH9;CDH7
actin filament (GO:0005884)	4/72	0.41421222440521926	0.887903538812487	0	0	1.2378969286829775	1.0910536549808718	TPM2;TPM1;PLS3;PAWR
precatalytic spliceosome (GO:0071011)	3/52	0.42231341377418236	0.887903538812487	0	0	1.288285037772015	1.1105114341779705	SNRPD2;DHX16;SNRPE
cation channel complex (GO:0034703)	4/73	0.4244988142687822	0.887903538812487	0	0	1.2198922662562524	1.045259889866907	TRPC1;KCNA6;PKD2;RYR3
vesicle membrane (GO:0012506)	4/73	0.4244988142687822	0.887903538812487	0	0	1.2198922662562524	1.045259889866907	RALA;MREG;TMEM67;RYR3
intrinsic component of mitochondrial membrane (GO:0098573)	1/12	0.4274816321367295	0.887903538812487	0	0	1.9124987471183723	1.6253255035640346	SLC25A4
Set1C/COMPASS complex (GO:0048188)	1/12	0.4274816321367295	0.887903538812487	0	0	1.9124987471183723	1.6253255035640346	DPY30
non-motile cilium (GO:0097730)	2/32	0.42993223984604634	0.887903538812487	0	0	1.4026490066225166	1.1840148300247237	IFT88;PKD2
spliceosomal tri-snRNP complex (GO:0097526)	2/32	0.42993223984604634	0.887903538812487	0	0	1.4026490066225166	1.1840148300247237	SNRPD2;SNRPE
U4/U6 x U5 tri-snRNP complex (GO:0046540)	2/32	0.42993223984604634	0.887903538812487	0	0	1.4026490066225166	1.1840148300247237	SNRPD2;SNRPE
axon (GO:0030424)	10/204	0.4479466978161766	0.8942197797082282	0	0	1.084770279888871	0.8711584355680744	SLC8A3;ROBO4;MME;BIN1;MAP1A;SCN9A;ALDH1A1;ADAM22;SCN3A;IGF1R
early endosome membrane (GO:0031901)	5/97	0.45150077270885436	0.8942197797082282	0	0	1.143531224421012	0.909311094618784	TBC1D3;TMEM163;ATP9A;LRP6;BAIAP3
beta-catenin-TCF complex (GO:1990907)	1/13	0.4534895204423102	0.8942197797082282	0	0	1.75303197353914	1.386268089760494	TCF4
clathrin adaptor complex (GO:0030131)	1/13	0.4534895204423102	0.8942197797082282	0	0	1.75303197353914	1.386268089760494	SGIP1
COPI vesicle coat (GO:0030126)	1/13	0.4534895204423102	0.8942197797082282	0	0	1.75303197353914	1.386268089760494	TMED3
integral component of synaptic vesicle membrane (GO:0030285)	1/13	0.4534895204423102	0.8942197797082282	0	0	1.75303197353914	1.386268089760494	TMEM163
cell-cell junction (GO:0005911)	13/271	0.4596851685593829	0.8942197797082282	0	0	1.0603351955307263	0.824106764865064	PKD2;CDC42BPA;PRKCZ;CDH9;CDH7;CNN3;ARVCF;KRT18;PDZD2;PKP2;PGM5;DSG2;JAM2
apical junction complex (GO:0043296)	5/98	0.4604024284319222	0.8942197797082282	0	0	1.131175651055621	0.8774012889436374	PATJ;PARD6B;CLDN15;DDX58;RAB13
extracellular membrane-bounded organelle (GO:0065010)	3/56	0.4703954875571833	0.8942197797082282	0	0	1.1908057958928386	0.8980836718491636	SERPINE2;IFT172;CTSF
aggresome (GO:0016235)	2/35	0.4761020074791399	0.8942197797082282	0	0	1.2749347782460365	0.9461586089378522	KLF8;PRKCQ
acetylcholine-gated channel complex (GO:0005892)	1/14	0.47831718317047955	0.8942197797082282	0	0	1.618098549741328	1.193317265736726	CHRNA5
glial cell projection (GO:0097386)	1/14	0.47831718317047955	0.8942197797082282	0	0	1.618098549741328	1.193317265736726	SLC4A8
transcription factor TFTC complex (GO:0033276)	1/14	0.47831718317047955	0.8942197797082282	0	0	1.618098549741328	1.193317265736726	TAF9
cis-Golgi network (GO:0005801)	3/57	0.482136781526919	0.8942197797082282	0	0	1.1686924493554327	0.8525931944664198	GOLGA8B;ATP2C1;GOLGA8A
recycling endosome (GO:0055037)	7/145	0.48893100746061713	0.8942197797082282	0	0	1.067075230420306	0.7635284889434504	EHD2;SLC9A7;RAB13;RASSF9;ABCG1;ATP9A;BAIAP3
polymeric cytoskeletal fiber (GO:0099513)	12/256	0.49675285075209435	0.8942197797082282	0	0	1.034543325526932	0.7238313337408413	BEX4;CRHBP;KRT18;DST;TPM2;MAP1A;TPM1;PKP2;PAWR;PLS3;EFHC2;HLA-DRB1
germ plasm (GO:0060293)	1/15	0.5020181219414614	0.8942197797082282	0	0	1.5024413293432037	1.035360957268748	HENMT1
integral component of postsynaptic specialization membrane (GO:0099060)	1/15	0.5020181219414614	0.8942197797082282	0	0	1.5024413293432037	1.035360957268748	ADAM22
keratin filament (GO:0045095)	1/15	0.5020181219414614	0.8942197797082282	0	0	1.5024413293432037	1.035360957268748	KRT18
prespliceosome (GO:0071010)	1/15	0.5020181219414614	0.8942197797082282	0	0	1.5024413293432037	1.035360957268748	LUC7L3
proton-transporting V-type ATPase complex (GO:0033176)	1/15	0.5020181219414614	0.8942197797082282	0	0	1.5024413293432037	1.035360957268748	ATP6V0A2
U2-type prespliceosome (GO:0071004)	1/15	0.5020181219414614	0.8942197797082282	0	0	1.5024413293432037	1.035360957268748	LUC7L3
small-subunit processome (GO:0032040)	2/37	0.5055889041848147	0.894986569519703	0	0	1.2019552191737621	0.8197711795083971	FBL;RPS7
caveola (GO:0005901)	3/60	0.5165861837391096	0.9086152077110532	0	0	1.1070078511195114	0.7311932353775538	EHD2;SMO;LRP6
neuromuscular junction (GO:0031594)	2/38	0.5199220326596244	0.9086152077110532	0	0	1.1685062545989697	0.7642923828963508	SLC8A3;SERPINE2
