Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
diadenosine hexaphosphate catabolic process (GO:1901909)	2/5	0.01878669674433127	0.95921430661022	0	0	14.04635761589404	55.82874118577744	NUDT11;NUDT10
diadenosine hexaphosphate metabolic process (GO:1901908)	2/5	0.01878669674433127	0.95921430661022	0	0	14.04635761589404	55.82874118577744	NUDT11;NUDT10
diadenosine pentaphosphate catabolic process (GO:1901907)	2/5	0.01878669674433127	0.95921430661022	0	0	14.04635761589404	55.82874118577744	NUDT11;NUDT10
diadenosine pentaphosphate metabolic process (GO:1901906)	2/5	0.01878669674433127	0.95921430661022	0	0	14.04635761589404	55.82874118577744	NUDT11;NUDT10
diphosphoinositol polyphosphate metabolic process (GO:0071543)	2/5	0.01878669674433127	0.95921430661022	0	0	14.04635761589404	55.82874118577744	NUDT11;NUDT10
glucose-6-phosphate transport (GO:0015760)	2/5	0.01878669674433127	0.95921430661022	0	0	14.04635761589404	55.82874118577744	SLC37A1;SLC37A3
hexose phosphate transport (GO:0015712)	2/5	0.01878669674433127	0.95921430661022	0	0	14.04635761589404	55.82874118577744	SLC37A1;SLC37A3
maintenance of animal organ identity (GO:0048496)	2/5	0.01878669674433127	0.95921430661022	0	0	14.04635761589404	55.82874118577744	PKP2;NPHP3
negative regulation of myelination (GO:0031642)	2/5	0.01878669674433127	0.95921430661022	0	0	14.04635761589404	55.82874118577744	TMEM98;JAM2
negative regulation of regulatory T cell differentiation (GO:0045590)	2/5	0.01878669674433127	0.95921430661022	0	0	14.04635761589404	55.82874118577744	LAG3;TNFSF4
nephric duct development (GO:0072176)	2/5	0.01878669674433127	0.95921430661022	0	0	14.04635761589404	55.82874118577744	GATA3;PKD2
positive regulation of protein localization to cell cortex (GO:1904778)	2/5	0.01878669674433127	0.95921430661022	0	0	14.04635761589404	55.82874118577744	GPSM2;GNAI1
negative regulation of locomotion (GO:0040013)	3/13	0.01895842654364398	0.95921430661022	0	0	6.325524861878453	25.08391168764085	SPOCK3;GATA3;SPINT2
negative regulation of macrophage derived foam cell differentiation (GO:0010745)	3/13	0.01895842654364398	0.95921430661022	0	0	6.325524861878453	25.08391168764085	ABCA5;NR1H3;ABCG1
lipid translocation (GO:0034204)	4/24	0.021718608392835025	0.95921430661022	0	0	4.219469026548673	16.158818905084257	ABCC1;ABCB1;ATP8B2;ATP9A
coenzyme A metabolic process (GO:0015936)	3/14	0.023329463038282185	0.95921430661022	0	0	5.750175791059769	21.609380332113016	ACOT7;PANK1;CROT
positive regulation of SMAD protein signal transduction (GO:0060391)	3/14	0.023329463038282185	0.95921430661022	0	0	5.750175791059769	21.609380332113016	SMAD4;RBPMS;BMP6
regulation of cholesterol transport (GO:0032374)	4/25	0.024951166659857454	0.95921430661022	0	0	4.018331226295828	14.830996317923642	ABCA2;ABCA5;NR1H3;TTC39B
protein-DNA complex subunit organization (GO:0071824)	2/6	0.027338863015617786	0.95921430661022	0	0	10.534216335540838	37.91734322498258	RPL23;TCF4
bundle of His cell-Purkinje myocyte adhesion involved in cell communication (GO:0086073)	2/6	0.027338863015617786	0.95921430661022	0	0	10.534216335540838	37.91734322498258	PKP2;DSG2
cellular carbohydrate catabolic process (GO:0044275)	2/6	0.027338863015617786	0.95921430661022	0	0	10.534216335540838	37.91734322498258	ABHD10;ENOSF1
determination of liver left/right asymmetry (GO:0071910)	2/6	0.027338863015617786	0.95921430661022	0	0	10.534216335540838	37.91734322498258	NPHP3;PKD2
diadenosine polyphosphate catabolic process (GO:0015961)	2/6	0.027338863015617786	0.95921430661022	0	0	10.534216335540838	37.91734322498258	NUDT11;NUDT10
embryonic skeletal joint development (GO:0072498)	2/6	0.027338863015617786	0.95921430661022	0	0	10.534216335540838	37.91734322498258	SLC2A10;NOG
xenobiotic transport across blood-brain barrier (GO:1990962)	2/6	0.027338863015617786	0.95921430661022	0	0	10.534216335540838	37.91734322498258	ABCC1;ABCB1
positive regulation of immune response to tumor cell (GO:0002839)	2/6	0.027338863015617786	0.95921430661022	0	0	10.534216335540838	37.91734322498258	HLA-DRB3;HLA-DRB1
positive regulation of neurotransmitter secretion (GO:0001956)	2/6	0.027338863015617786	0.95921430661022	0	0	10.534216335540838	37.91734322498258	SLC4A8;BAIAP3
positive regulation of T cell mediated immune response to tumor cell (GO:0002842)	2/6	0.027338863015617786	0.95921430661022	0	0	10.534216335540838	37.91734322498258	HLA-DRB3;HLA-DRB1
positive regulation of T-helper 2 cell differentiation (GO:0045630)	2/6	0.027338863015617786	0.95921430661022	0	0	10.534216335540838	37.91734322498258	TNFSF4;PRKCZ
negative regulation of ubiquitin-dependent protein catabolic process (GO:2000059)	5/38	0.027674134191643957	0.95921430661022	0	0	3.197926104902849	11.471783079458794	CAMLG;RPS7;RPL23;TAF9;MAP1A
ganglioside biosynthetic process (GO:0001574)	3/15	0.02819809209314712	0.95921430661022	0	0	5.2707182320441985	18.808563068821645	ST8SIA6;B4GALT6;ST6GALNAC5
intracellular cholesterol transport (GO:0032367)	3/15	0.02819809209314712	0.95921430661022	0	0	5.2707182320441985	18.808563068821645	STARD4;ABCG1;LRP6
negative regulation of cellular component movement (GO:0051271)	3/15	0.02819809209314712	0.95921430661022	0	0	5.2707182320441985	18.808563068821645	SPOCK3;GATA3;SPINT2
positive regulation of response to cytokine stimulus (GO:0060760)	3/15	0.02819809209314712	0.95921430661022	0	0	5.2707182320441985	18.808563068821645	DDX58;TAF9;LRRC70
endothelial cell development (GO:0001885)	4/26	0.028458285804334894	0.95921430661022	0	0	3.835478680611424	13.651680328285693	GSTM3;ROBO4;F2RL1;RAPGEF3
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)	4/26	0.028458285804334894	0.95921430661022	0	0	3.835478680611424	13.651680328285693	MUC1;TAF9;TRIM32;TPT1
negative regulation of BMP signaling pathway (GO:0030514)	6/52	0.02968634530480197	0.95921430661022	0	0	2.7541694784536777	9.686601595218221	SMAD4;NOG;BMPR1B;CHRDL1;FSTL1;FBN1
regulation of cholesterol storage (GO:0010885)	3/16	0.03356135388299429	0.95921430661022	0	0	4.86502337441564	16.513738314254393	NR1H3;ABCG1;TTC39B
cellular response to sterol (GO:0036315)	3/16	0.03356135388299429	0.95921430661022	0	0	4.86502337441564	16.513738314254393	SMO;INSIG1;LRP6
regulation of interleukin-13 production (GO:0032656)	3/16	0.03356135388299429	0.95921430661022	0	0	4.86502337441564	16.513738314254393	TNFSF4;GATA3;PRKCZ
glycosphingolipid biosynthetic process (GO:0006688)	3/16	0.03356135388299429	0.95921430661022	0	0	4.86502337441564	16.513738314254393	ST8SIA6;B4GALT6;ST6GALNAC5
vascular transport (GO:0010232)	8/84	0.03671753730878726	0.95921430661022	0	0	2.224093567251462	7.349518932742023	ABCA2;SLC4A8;ABCC1;ABCB1;SLC2A10;SLC16A2;SLC5A3;SLC29A2
cardiac muscle cell-cardiac muscle cell adhesion (GO:0086042)	2/7	0.03713643458377356	0.95921430661022	0	0	8.426931567328918	27.751206379134487	PKP2;DSG2
cellular amino acid biosynthetic process (GO:0008652)	2/7	0.03713643458377356	0.95921430661022	0	0	8.426931567328918	27.751206379134487	ALDH1A1;BCAT1
cellular response to prostaglandin E stimulus (GO:0071380)	2/7	0.03713643458377356	0.95921430661022	0	0	8.426931567328918	27.751206379134487	TNFSF4;ADCY6
desmosome organization (GO:0002934)	2/7	0.03713643458377356	0.95921430661022	0	0	8.426931567328918	27.751206379134487	PKP2;DSG2
regulation of T cell mediated immune response to tumor cell (GO:0002840)	2/7	0.03713643458377356	0.95921430661022	0	0	8.426931567328918	27.751206379134487	HLA-DRB3;HLA-DRB1
xenobiotic catabolic process (GO:0042178)	2/7	0.03713643458377356	0.95921430661022	0	0	8.426931567328918	27.751206379134487	GSTM3;CRYZ
negative regulation of nervous system process (GO:0031645)	2/7	0.03713643458377356	0.95921430661022	0	0	8.426931567328918	27.751206379134487	TMEM98;JAM2
negative regulation of oligodendrocyte differentiation (GO:0048715)	2/7	0.03713643458377356	0.95921430661022	0	0	8.426931567328918	27.751206379134487	TMEM98;HES1
pharyngeal arch artery morphogenesis (GO:0061626)	2/7	0.03713643458377356	0.95921430661022	0	0	8.426931567328918	27.751206379134487	NOG;HES1
positive regulation of interleukin-5 production (GO:0032754)	2/7	0.03713643458377356	0.95921430661022	0	0	8.426931567328918	27.751206379134487	GATA3;PRKCZ
positive regulation of voltage-gated calcium channel activity (GO:1901387)	2/7	0.03713643458377356	0.95921430661022	0	0	8.426931567328918	27.751206379134487	CACNB2;STAC
sterol metabolic process (GO:0016125)	7/70	0.03914031234359204	0.95921430661022	0	0	2.3466518682944875	7.604565528245354	EBP;ABCA5;INSIG1;CYP51A1;MSMO1;HMGCR;ABCG1
negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706)	3/17	0.03941321877749111	0.95921430661022	0	0	4.517284925019732	14.60733654363176	CDKN1B;TPM1;PRKG1
pharyngeal system development (GO:0060037)	3/17	0.03941321877749111	0.95921430661022	0	0	4.517284925019732	14.60733654363176	NOG;HES1;GATA3
phosphate ion transport (GO:0006817)	3/17	0.03941321877749111	0.95921430661022	0	0	4.517284925019732	14.60733654363176	SLC37A1;SLC25A30;SLC37A3
preassembly of GPI anchor in ER membrane (GO:0016254)	3/17	0.03941321877749111	0.95921430661022	0	0	4.517284925019732	14.60733654363176	PIGM;PIGG;PIGH
transport across blood-brain barrier (GO:0150104)	8/86	0.04135223103262676	0.95921430661022	0	0	2.166837606837607	6.902740510893689	ABCA2;SLC4A8;ABCC1;ABCB1;SLC2A10;SLC16A2;SLC5A3;SLC29A2
cholesterol homeostasis (GO:0042632)	7/71	0.041792854534916886	0.95921430661022	0	0	2.3098640399556047	7.333887387647138	ABCA2;ABCA5;INSIG1;EPHX2;NR1H3;ABCG1;TTC39B
sterol homeostasis (GO:0055092)	7/72	0.04455925465781125	0.95921430661022	0	0	2.27420814479638	7.074914647841424	ABCA2;ABCA5;INSIG1;EPHX2;NR1H3;ABCG1;TTC39B
ion homeostasis (GO:0050801)	4/30	0.045285720818078655	0.95921430661022	0	0	3.2447243022464263	10.041654370318168	SLC4A8;FHL1;SLC30A4;KLHL3
regulation of platelet aggregation (GO:0090330)	3/18	0.04574497591505899	0.95921430661022	0	0	4.215911602209944	13.004709993937581	SERPINE2;PRKCQ;PRKG1
response to interferon-alpha (GO:0035455)	3/18	0.04574497591505899	0.95921430661022	0	0	4.215911602209944	13.004709993937581	BST2;IFITM2;GATA3
positive regulation of glial cell differentiation (GO:0045687)	3/18	0.04574497591505899	0.95921430661022	0	0	4.215911602209944	13.004709993937581	SERPINE2;BIN1;HES1
cellular iron ion homeostasis (GO:0006879)	6/58	0.047112196232685914	0.95921430661022	0	0	2.4356131673204846	7.441342264475625	SMAD4;SLC22A17;SLC40A1;ATP6V0A2;CP;BMP6
regulation of alpha-beta T cell proliferation (GO:0046640)	2/8	0.04804895777351683	0.95921430661022	0	0	7.022075055187638	21.31575343880034	TNFSF4;MAPK8IP1
regulation of CD4-positive, alpha-beta T cell activation (GO:2000514)	2/8	0.04804895777351683	0.95921430661022	0	0	7.022075055187638	21.31575343880034	HLA-DRB3;HLA-DRB1
regulation of protein localization to cell cortex (GO:1904776)	2/8	0.04804895777351683	0.95921430661022	0	0	7.022075055187638	21.31575343880034	GPSM2;GNAI1
regulation of T-helper 2 cell differentiation (GO:0045628)	2/8	0.04804895777351683	0.95921430661022	0	0	7.022075055187638	21.31575343880034	TNFSF4;PRKCZ
negative regulation of amyloid-beta clearance (GO:1900222)	2/8	0.04804895777351683	0.95921430661022	0	0	7.022075055187638	21.31575343880034	CYP51A1;HMGCR
negative regulation of neural precursor cell proliferation (GO:2000178)	2/8	0.04804895777351683	0.95921430661022	0	0	7.022075055187638	21.31575343880034	GATA2;SLC16A2
negative regulation of phospholipase activity (GO:0010519)	2/8	0.04804895777351683	0.95921430661022	0	0	7.022075055187638	21.31575343880034	PLA2R1;BICD1
positive regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043372)	2/8	0.04804895777351683	0.95921430661022	0	0	7.022075055187638	21.31575343880034	TNFSF4;HLA-DRB1
positive regulation of stress fiber assembly (GO:0051496)	5/44	0.04805894483702221	0.95921430661022	0	0	2.7050856120623563	8.210819406513927	CARMIL1;LIMCH1;TPM1;ARHGEF5;RAPGEF3
regulation of insulin receptor signaling pathway (GO:0046626)	5/45	0.052131293864556436	0.95921430661022	0	0	2.6373200442967883	7.790616669876234	GKAP1;MZB1;PRKCQ;VWA2;PRKCZ
response to cholesterol (GO:0070723)	3/19	0.052545588244223077	0.95921430661022	0	0	3.9522099447513814	11.643503508830923	ABCA2;SMO;LRP6
cilium organization (GO:0044782)	16/228	0.05657722030996154	0.95921430661022	0	0	1.5974278703782046	4.588050609374207	CEP126;IFT172;DYNLL1;PKD2;TXNDC15;CFAP126;CDC14B;RPGR;EHD2;IFT88;ABLIM1;IFT81;TCTN2;TMEM67;BBS9;NPHP3
iron ion homeostasis (GO:0055072)	6/61	0.05777972260724945	0.95921430661022	0	0	2.3023987099375125	6.56440898864232	SMAD4;SLC22A17;SLC40A1;ATP6V0A2;CP;BMP6
branched-chain amino acid catabolic process (GO:0009083)	3/20	0.0598020163822685	0.95921430661022	0	0	3.7195320116997075	10.476864957270013	HIBADH;BCAT1;HIBCH
branched-chain amino acid metabolic process (GO:0009081)	3/20	0.0598020163822685	0.95921430661022	0	0	3.7195320116997075	10.476864957270013	HIBADH;BCAT1;HIBCH
cardiac ventricle development (GO:0003231)	3/20	0.0598020163822685	0.95921430661022	0	0	3.7195320116997075	10.476864957270013	TMEM65;HES1;GATA3
cellular modified amino acid biosynthetic process (GO:0042398)	3/20	0.0598020163822685	0.95921430661022	0	0	3.7195320116997075	10.476864957270013	GGCT;GATM;PLOD2
ganglioside metabolic process (GO:0001573)	3/20	0.0598020163822685	0.95921430661022	0	0	3.7195320116997075	10.476864957270013	ABCA2;ST8SIA6;ST6GALNAC5
negative regulation of lipid storage (GO:0010888)	3/20	0.0598020163822685	0.95921430661022	0	0	3.7195320116997075	10.476864957270013	NR1H3;ABCG1;TTC39B
positive regulation of alpha-beta T cell activation (GO:0046635)	3/20	0.0598020163822685	0.95921430661022	0	0	3.7195320116997075	10.476864957270013	TNFSF4;HLA-DRB3;HLA-DRB1
bundle of His cell to Purkinje myocyte communication (GO:0086069)	2/9	0.05995523478251794	0.95921430661022	0	0	6.018606117943866	16.937303031660345	PKP2;DSG2
cellular response to forskolin (GO:1904322)	2/9	0.05995523478251794	0.95921430661022	0	0	6.018606117943866	16.937303031660345	ADCY6;GNAI1
regulation of nephron tubule epithelial cell differentiation (GO:0072182)	2/9	0.05995523478251794	0.95921430661022	0	0	6.018606117943866	16.937303031660345	GATA3;PROM1
fructose 1,6-bisphosphate metabolic process (GO:0030388)	2/9	0.05995523478251794	0.95921430661022	0	0	6.018606117943866	16.937303031660345	ALDOC;PFKM
response to forskolin (GO:1904321)	2/9	0.05995523478251794	0.95921430661022	0	0	6.018606117943866	16.937303031660345	ADCY6;GNAI1
somatic recombination of immunoglobulin genes involved in immune response (GO:0002204)	2/9	0.05995523478251794	0.95921430661022	0	0	6.018606117943866	16.937303031660345	RNF8;EXOSC3
T-helper 1 type immune response (GO:0042088)	2/9	0.05995523478251794	0.95921430661022	0	0	6.018606117943866	16.937303031660345	TMEM98;HLA-DRB1
unsaturated fatty acid biosynthetic process (GO:0006636)	2/9	0.05995523478251794	0.95921430661022	0	0	6.018606117943866	16.937303031660345	SCD;FADS1
negative regulation of platelet aggregation (GO:0090331)	2/9	0.05995523478251794	0.95921430661022	0	0	6.018606117943866	16.937303031660345	SERPINE2;PRKG1
negative regulation of ubiquitin protein ligase activity (GO:1904667)	2/9	0.05995523478251794	0.95921430661022	0	0	6.018606117943866	16.937303031660345	RPS7;RPL23
positive regulation of memory T cell differentiation (GO:0043382)	2/9	0.05995523478251794	0.95921430661022	0	0	6.018606117943866	16.937303031660345	TNFSF4;HLA-DRB1
regulation of cholesterol efflux (GO:0010874)	4/33	0.060856381446595234	0.95921430661022	0	0	2.9086054317973757	8.141880577332204	ABCA2;ABCA5;NR1H3;TTC39B
negative regulation of JNK cascade (GO:0046329)	4/33	0.060856381446595234	0.95921430661022	0	0	2.9086054317973757	8.141880577332204	MECOM;F2RL1;DACT1;MAPK8IP1
cellular response to alcohol (GO:0097306)	5/48	0.06551765579373287	0.95921430661022	0	0	2.452934662236988	6.685315498464365	SMO;TNFSF4;ADCY6;GNAI1;LRP6
negative regulation of endopeptidase activity (GO:0010951)	6/63	0.06563120535980668	0.95921430661022	0	0	2.221379390827401	6.050379942703416	SPINK2;SERPINE2;BIN1;SPOCK3;SERPINI1;SERPINB6
response to steroid hormone (GO:0048545)	4/34	0.06659958460572248	0.95921430661022	0	0	2.8115044247787613	7.616525569869946	PAQR8;ABCA2;PAQR7;NR1H3
ventricular cardiac muscle tissue morphogenesis (GO:0055010)	4/34	0.06659958460572248	0.95921430661022	0	0	2.8115044247787613	7.616525569869946	SMAD4;NOG;TPM1;PKP2
regulation of cholesterol metabolic process (GO:0090181)	3/21	0.06749951371198952	0.95921430661022	0	0	3.512707182320442	9.468976022845567	ABCA2;EPHX2;TTC39B
regulation of ubiquitin protein ligase activity (GO:1904666)	3/21	0.06749951371198952	0.95921430661022	0	0	3.512707182320442	9.468976022845567	RPS7;RPL23;CDC14B
sensory perception of pain (GO:0019233)	3/21	0.06749951371198952	0.95921430661022	0	0	3.512707182320442	9.468976022845567	MME;SCN9A;NIPSNAP1
lipid biosynthetic process (GO:0008610)	7/80	0.07090152303834686	0.95921430661022	0	0	2.024128441761817	5.356781765506922	SCD;CYP51A1;MBOAT1;HMGCR;FADS1;AGPAT4;FDFT1
positive regulation of immunoglobulin production (GO:0002639)	4/35	0.07261338306848329	0.95921430661022	0	0	2.7206679988581217	7.13524031127806	HMCES;TNFSF4;MZB1;DNAJB9
cellular response to prostaglandin stimulus (GO:0071379)	2/10	0.07274275372169797	0.95921430661022	0	0	5.266004415011038	13.801281197935431	TNFSF4;ADCY6
regulation of memory T cell differentiation (GO:0043380)	2/10	0.07274275372169797	0.95921430661022	0	0	5.266004415011038	13.801281197935431	TNFSF4;HLA-DRB1
DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)	2/10	0.07274275372169797	0.95921430661022	0	0	5.266004415011038	13.801281197935431	MUC1;RPS6KA6
regulation of urine volume (GO:0035809)	2/10	0.07274275372169797	0.95921430661022	0	0	5.266004415011038	13.801281197935431	NPR3;ADCY6
negative regulation of transcription by competitive promoter binding (GO:0010944)	2/10	0.07274275372169797	0.95921430661022	0	0	5.266004415011038	13.801281197935431	MUC1;DACH1
positive regulation of toll-like receptor 4 signaling pathway (GO:0034145)	2/10	0.07274275372169797	0.95921430661022	0	0	5.266004415011038	13.801281197935431	F2RL1;NR1H3
steroid biosynthetic process (GO:0006694)	6/65	0.074075474074227	0.95921430661022	0	0	2.1458529069111956	5.5849486710575	EBP;INSIG1;CYP51A1;MSMO1;HMGCR;FDFT1
regulation of response to cytokine stimulus (GO:0060759)	3/22	0.07562189468798163	0.95921430661022	0	0	3.327653387612678	8.592032411450884	DDX58;TAF9;LRRC70
regulation of vacuole organization (GO:0044088)	3/22	0.07562189468798163	0.95921430661022	0	0	3.327653387612678	8.592032411450884	LAPTM4B;IFT88;ENO2
regulation of voltage-gated calcium channel activity (GO:1901385)	3/22	0.07562189468798163	0.95921430661022	0	0	3.327653387612678	8.592032411450884	CACNB2;STAC;GNB5
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	8/98	0.07721493653154705	0.95921430661022	0	0	1.8767407407407408	4.806637748938958	LAG3;HLA-DRB5;HLA-DRB4;CTSF;HLA-DRB3;DYNLL1;HLA-DRB1;HLA-DQB1
cell-cell junction assembly (GO:0007043)	6/66	0.0785190086727718	0.95921430661022	0	0	2.1099778270509977	5.368658251273919	PATJ;ARVCF;PARD6B;PKP2;CDH9;CDH7
cell-cell junction organization (GO:0045216)	7/82	0.07867514674576703	0.95921430661022	0	0	1.9699445061043286	5.008442013280273	ARVCF;PARD6B;PKP2;F2RL1;DSG2;CDH9;CDH7
calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0016339)	4/36	0.07889314768391076	0.95921430661022	0	0	2.6355088495575223	6.693298784769934	PCDHGB4;ATP2C1;CDH9;CDH7
regulation of cell migration (GO:0030334)	25/408	0.07991809526417713	0.95921430661022	0	0	1.3830284249339866	3.494571191300669	BEX4;ROBO4;SERPINE2;SEMA3C;ULK4;IGF1R;PARD6B;DACH1;DPYSL3;TP53INP1;GNA12;GCNT2;SCAI;CARMIL1;LIMCH1;DDX58;TPM1;NOG;ELP6;BST2;FGF16;SMO;TRIP6;F2RL1;TRIM32
positive regulation of actin filament bundle assembly (GO:0032233)	5/51	0.08064247404228299	0.95921430661022	0	0	2.2925995474023786	5.77214618859447	CARMIL1;LIMCH1;TPM1;ARHGEF5;RAPGEF3
regulation of cell motility (GO:2000145)	10/133	0.0810629144026848	0.95921430661022	0	0	1.7173665055136074	4.314934359098133	BEX4;FGF16;ROBO4;PARD6B;SERPINE2;DDX58;SPOCK3;SPINT2;GATA3;TRIM32
artery development (GO:0060840)	3/23	0.08415177848837763	0.95921430661022	0	0	3.1611049723756905	7.824155941136794	SLC2A10;HES1;PKD2
negative regulation of G protein-coupled receptor signaling pathway (GO:0045744)	3/23	0.08415177848837763	0.95921430661022	0	0	3.1611049723756905	7.824155941136794	CRY1;GPRASP1;BICD1
